Song,Quadrant
MT0031855026,Q3
MT0011842354,Q3
MT0002536460,Q3
A191,Q3
MT0001193971,Q3
MT0008397103,Q3
MT0008170600,Q3
MT0002071907,Q3
MT0007652281,Q3
MT0011440705,Q3
MT0030504803,Q3
A003,Q3
MT0007583962,Q3
MT0030252676,Q3
MT0000299291,Q3
MT0015665796,Q3
MT0009996319,Q3
MT0011894681,Q3
A083-158,Q3
MT0028810073,Q3
MT0004772896,Q3
MT0004817670,Q3
MT0015514030,Q3
MT0006492385,Q3
MT0033442719,Q3
MT0010257371,Q3
MT0030155408,Q3
MT0010815151,Q3
MT0003272904,Q3
MT0004296158,Q3
MT0013458428,Q3
MT0001920501,Q3
MT0033159895,Q3
MT0006876450,Q3
MT0028803170,Q3
MT0009182700,Q3
MT0013044535,Q3
MT0003501434,Q3
MT0005486154,Q3
MT0002580064,Q3
MT0026682960,Q3
MT0003792475,Q3
MT0001598707,Q3
MT0000712071,Q1
MT0005752234,Q1
MT0002699966,Q1
MT0013350034,Q1
MT0003949060,Q1
MT0005489029,Q1
MT0009581924,Q1
MT0014005525,Q1
MT0005846374,Q1
MT0001243566,Q1
MT0028372740,Q1
A005,Q1
MT0007274054,Q1
A148-102,Q1
MT0007508173,Q1
MT0002034238,Q1
MT0003131369,Q1
MT0005944471,Q1
MT0013201347,Q1
MT0000369188,Q1
MT0015020231,Q1
MT0001696863,Q1
MT0001169715,Q1
MT0001289749,Q1
A095-113,Q1
MT0014444602,Q1
MT0008675527,Q1
MT0008394478,Q1
MT0011957429,Q1
MT0013064857,Q1
MT0035133312,Q1
MT0005054238,Q1
MT0034992752,Q1
MT0006314897,Q1
MT0011797446,Q1
MT0012014382,Q1
MT0008276791,Q1
MT0000556349,Q1
MT0004034604,Q1
MT0031919267,Q1
MT0032039381,Q1
MT0014445318,Q1
MT0016987100,Q1
MT0004680723,Q1
MT0014781093,Q1
MT0000110175,Q1
MT0000892306,Q2
MT0005243931,Q2
MT0008565530,Q2
MT0012091487,Q2
MT0002479795,Q2
MT0013921881,Q2
MT0002385077,Q2
MT0013156036,Q2
MT0006723128,Q2
MT0001473110,Q2
MT0020009125,Q2
A010,Q2
MT0033252621,Q2
A177,Q2
MT0006695707,Q2
MT0002131125,Q2
MT0003106472,Q2
MT0003659365,Q2
MT0011991382,Q2
MT0000441552,Q2
MT0007866540,Q2
MT0001934410,Q2
MT0001377742,Q2
MT0001553573,Q2
A090-94,Q2
MT0027834332,Q2
MT0005286165,Q2
MT0006784451,Q2
MT0010674091,Q2
MT0006790347,Q2
MT0035334027,Q2
MT0004894364,Q2
MT0004511265,Q2
MT0011921060,Q2
MT0006531857,Q2
MT0008045785,Q2
MT0004025604,Q2
MT0000778102,Q2
MT0003315880,Q2
MT0011709169,Q2
MT0007269020,Q2
MT0013524535,Q2
MT0007934529,Q2
MT0006055329,Q2
MT0034113973,Q2
MT0000145509,Q2
