Song,Quadrant
MT0001376988,Q2
MT0001377616,Q4
MT0001380360,Q2
MT0001385947,Q3
MT0001394087,Q4
MT0001395462,Q3
MT0001397431,Q2
MT0001404677,Q3
MT0001417252,Q4
MT0001418045,Q1
MT0001435061,Q3
MT0001436086,Q4
MT0001438043,Q4
MT0001440624,Q3
MT0001463745,Q4
MT0001472536,Q3
MT0001474073,Q3
MT0001477169,Q4
MT0001494267,Q3
MT0001504929,Q1
MT0001509368,Q1
MT0001509615,Q3
MT0001510617,Q2
MT0001511433,Q4
MT0001514284,Q1
MT0001515028,Q4
MT0001515531,Q3
MT0001520918,Q4
MT0001526386,Q3
MT0001526514,Q1
MT0001528638,Q4
MT0001531856,Q1
MT0001531906,Q4
MT0001533920,Q3
MT0001542676,Q3
MT0001548914,Q3
MT0001554870,Q2
MT0001574245,Q1
MT0001578777,Q2
MT0001586807,Q1
MT0001590644,Q2
MT0001605268,Q1
MT0001609615,Q4
MT0001609626,Q1
MT0001610914,Q3
MT0001613887,Q2
MT0001615082,Q4
MT0001616074,Q2
MT0001634305,Q3
MT0001639011,Q1
MT0001641166,Q2
MT0001641430,Q3
MT0001642019,Q2
MT0001646256,Q3
MT0001648703,Q2
MT0001653728,Q4
MT0001658982,Q3
MT0001667621,Q4
MT0001671399,Q1
MT0001680969,Q1
MT0001699798,Q4
MT0001701648,Q1
MT0001703346,Q1
MT0001710592,Q2
MT0001732928,Q4
MT0001738256,Q2
MT0001741017,Q1
MT0001742519,Q3
MT0001747053,Q3
MT0001760172,Q3
MT0001765726,Q4
MT0001768550,Q4
MT0001770136,Q1
MT0001779167,Q2
MT0001795697,Q1
MT0001801454,Q2
MT0001829666,Q1
MT0001831738,Q1
MT0001832838,Q4
MT0001835551,Q2
MT0001839466,Q3
MT0001841416,Q3
MT0001844620,Q3
MT0001853221,Q3
MT0001855865,Q1
MT0001868336,Q3
MT0001871732,Q3
MT0001877603,Q4
MT0001889244,Q1
MT0001891229,Q2
MT0001891260,Q3
MT0001898830,Q1
MT0001899867,Q1
MT0001910188,Q3
MT0001916989,Q2
MT0001927921,Q2
MT0001929641,Q3
MT0001934436,Q3
MT0001934726,Q3
MT0001943830,Q4
MT0001949173,Q4
MT0001952167,Q3
MT0001954919,Q4
MT0001962373,Q2
MT0001963447,Q2
MT0001967374,Q3
MT0001972829,Q3
MT0001974130,Q2
MT0001978806,Q2
MT0001980613,Q4
MT0001982863,Q3
MT0001988811,Q3
MT0001992879,Q2
MT0001993588,Q2
MT0001993943,Q2
MT0002007417,Q3
MT0002012491,Q2
MT0002014752,Q4
MT0002024101,Q2
MT0002024741,Q4
MT0002050671,Q2
MT0002052101,Q1
MT0002053300,Q1
MT0002054074,Q4
MT0002060109,Q3
MT0002068648,Q1
MT0002070112,Q3
MT0002086401,Q3
MT0002087541,Q3
MT0002088249,Q1
MT0002099419,Q2
MT0002119439,Q1
MT0002126934,Q3
MT0002132088,Q4
MT0002139311,Q1
MT0002156561,Q1
MT0002161109,Q1
MT0002169629,Q2
MT0002177145,Q1
MT0002193996,Q4
MT0002203952,Q3
MT0002218376,Q2
MT0002219036,Q4
MT0002222944,Q2
MT0002222957,Q1
MT0002233402,Q3
MT0002239079,Q2
MT0002242128,Q1
MT0002249354,Q4
MT0002250135,Q3
MT0002262181,Q1
MT0002272314,Q2
MT0002277261,Q3
MT0002291660,Q2
MT0002294387,Q1
MT0002298774,Q2
MT0002307435,Q3
MT0002308313,Q4
MT0002308613,Q1
MT0002316145,Q2
MT0002323154,Q1
MT0002325544,Q3
MT0002325863,Q1
MT0002327429,Q4
MT0002337555,Q2
MT0002342346,Q2
MT0002343207,Q1
MT0002347246,Q1
MT0002349114,Q4
MT0002355423,Q4
MT0002359628,Q4
MT0002360219,Q1
MT0002366291,Q1
MT0002372242,Q2
MT0002379222,Q3
MT0002379942,Q2
MT0002397625,Q4
MT0002399275,Q2
MT0002448379,Q4
MT0002460914,Q2
MT0002472723,Q1
MT0002477987,Q3
MT0002500878,Q2
MT0002506076,Q1
MT0002510318,Q3
MT0002515172,Q4
MT0002525905,Q1
MT0002541988,Q4
MT0002548231,Q1
MT0002573253,Q3
MT0002585767,Q3
MT0002591418,Q4
MT0002602057,Q2
MT0002604697,Q3
MT0002619035,Q4
MT0002621498,Q2
MT0002628272,Q1
MT0002638821,Q4
MT0002653551,Q4
MT0002655864,Q2
MT0002659854,Q4
MT0002672499,Q1
MT0002675791,Q4
MT0002698706,Q1
MT0002698827,Q4
MT0002701422,Q2
MT0002711792,Q2
MT0002714093,Q3
MT0002716927,Q4
MT0002737189,Q2
MT0002739845,Q2
MT0002760912,Q3
MT0002761408,Q2
MT0002762445,Q1
MT0002771537,Q3
MT0002794078,Q1
MT0002810052,Q2
MT0002840704,Q1
MT0002842988,Q2
MT0002844771,Q3
MT0002858390,Q4
MT0002859848,Q4
MT0002874481,Q3
MT0002874900,Q2
MT0002875103,Q2
MT0002885173,Q1
MT0002889321,Q2
MT0002894033,Q1
MT0002894943,Q2
MT0002905185,Q3
MT0002907679,Q1
MT0002908894,Q1
MT0002909109,Q1
MT0002928993,Q3
MT0002949712,Q2
MT0002954708,Q2
MT0002955901,Q2
MT0002960288,Q4
MT0002965366,Q3
MT0002973571,Q4
MT0002986568,Q3
MT0002999366,Q1
MT0003008724,Q2
MT0003012633,Q4
MT0003017303,Q4
MT0003022328,Q4
MT0003023886,Q2
MT0003025373,Q1
MT0003025883,Q4
MT0003028265,Q4
MT0003037596,Q3
MT0003037754,Q3
MT0003041246,Q2
MT0003044417,Q1
MT0003053135,Q3
MT0003072479,Q3
MT0003081888,Q4
MT0003085195,Q2
MT0003085925,Q1
MT0003097486,Q2
MT0003101727,Q3
MT0003102331,Q4
MT0003105414,Q3
MT0003109823,Q3
MT0003114552,Q3
MT0003117846,Q2
MT0003119681,Q4
MT0003124476,Q2
MT0003129858,Q3
MT0003136077,Q2
MT0003144898,Q1
MT0003146944,Q4
MT0003148189,Q4
MT0003149291,Q1
MT0003150748,Q3
MT0003175531,Q1
MT0003179818,Q4
MT0003189593,Q1
MT0003213617,Q4
MT0003213835,Q1
MT0003216840,Q1
MT0003237550,Q2
MT0003246728,Q1
MT0003263304,Q3
MT0003264792,Q4
MT0003272751,Q1
MT0003274067,Q3
MT0003280103,Q4
MT0003285450,Q1
MT0003286463,Q1
MT0003287931,Q4
MT0003300388,Q3
MT0003304271,Q4
MT0003311798,Q2
MT0003326925,Q2
MT0003328491,Q3
MT0003329820,Q1
MT0003336800,Q2
MT0003337396,Q2
MT0003344002,Q3
MT0003345751,Q2
MT0003349423,Q2
MT0003353602,Q2
MT0003353794,Q3
MT0003361206,Q1
MT0003367947,Q3
MT0003382050,Q4
MT0003390733,Q1
MT0003396470,Q3
MT0003402178,Q4
MT0003410384,Q4
MT0003420996,Q3
MT0003421433,Q4
MT0003428477,Q4
MT0003435704,Q3
MT0003442366,Q2
MT0003444822,Q2
MT0003454112,Q4
MT0003462877,Q2
MT0003473344,Q4
MT0003475707,Q4
MT0003482336,Q2
MT0003501456,Q1
MT0003504525,Q3
MT0003510796,Q4
MT0003517837,Q4
MT0003539442,Q2
MT0003542756,Q3
MT0003570082,Q1
MT0003585530,Q4
MT0003587042,Q2
MT0003594672,Q1
MT0003597979,Q4
MT0003601752,Q3
MT0003603497,Q4
MT0003612742,Q2
MT0003629164,Q4
MT0003630870,Q2
MT0003655811,Q3
MT0003669917,Q1
MT0003688494,Q4
MT0003703624,Q3
MT0003710207,Q4
MT0003728288,Q2
MT0003729518,Q1
MT0003740052,Q4
MT0003753139,Q4
MT0003762220,Q4
MT0003762339,Q2
MT0003768949,Q1
MT0003782002,Q2
MT0003787478,Q2
MT0003788939,Q1
MT0003795778,Q1
MT0003796752,Q1
MT0003799339,Q3
MT0003807077,Q2
MT0003808089,Q3
MT0003821577,Q2
MT0003837569,Q2
MT0003859252,Q2
MT0003861331,Q4
MT0003863509,Q3
MT0003869539,Q1
MT0003872021,Q3
MT0003880691,Q2
MT0003881997,Q2
MT0003898980,Q4
MT0003906833,Q1
MT0003907045,Q3
MT0003917550,Q1
MT0003930610,Q3
MT0003934644,Q1
MT0003935299,Q4
MT0003935485,Q3
MT0003942985,Q3
MT0003956612,Q4
MT0003974181,Q3
MT0004001276,Q3
MT0004001989,Q1
MT0004012938,Q2
MT0004016308,Q1
MT0004027946,Q2
MT0004028719,Q2
MT0004032071,Q1
MT0004033010,Q1
MT0004036096,Q4
MT0004037272,Q1
MT0004068560,Q2
MT0004071684,Q3
MT0004072079,Q2
MT0004082588,Q3
MT0004085907,Q2
MT0004087145,Q2
MT0004089549,Q4
MT0004091857,Q1
MT0004093767,Q4
MT0004098601,Q4
MT0004117319,Q3
MT0004122617,Q1
MT0004131058,Q3
MT0004131260,Q3
MT0004137658,Q2
MT0004141823,Q1
MT0004156130,Q4
MT0004180568,Q4
MT0004186970,Q2
MT0004194402,Q3
MT0004197514,Q2
MT0004212108,Q3
MT0004219321,Q4
MT0004230500,Q1
MT0004232099,Q3
MT0004240748,Q2
MT0004254228,Q2
MT0004256890,Q4
MT0004260672,Q1
MT0004262978,Q4
MT0004263301,Q3
MT0004263956,Q3
MT0004274911,Q4
MT0004287283,Q3
MT0004290389,Q3
MT0004301925,Q1
MT0004306521,Q4
MT0004316859,Q2
MT0004317784,Q3
MT0004337195,Q1
MT0004339430,Q1
MT0004343785,Q3
MT0004352104,Q3
MT0004362464,Q1
MT0004392421,Q1
MT0004395306,Q4
MT0004400843,Q3
MT0004414074,Q2
MT0004422924,Q1
MT0004425744,Q1
MT0004428604,Q1
MT0004440606,Q3
MT0004444570,Q1
MT0004447226,Q1
MT0004469135,Q1
MT0004485367,Q3
MT0004489039,Q3
MT0004497478,Q2
MT0004512063,Q2
MT0004525980,Q4
MT0004537445,Q4
MT0004537620,Q3
MT0004540242,Q4
MT0004542745,Q4
MT0004548595,Q1
MT0004550434,Q2
MT0004551480,Q1
MT0004558203,Q2
MT0004558461,Q2
MT0004584064,Q4
MT0004588191,Q1
MT0004625127,Q3
MT0004633915,Q4
MT0004643275,Q4
MT0004645468,Q2
MT0004668394,Q3
MT0004669603,Q1
MT0004681292,Q2
MT0004683099,Q1
MT0004692889,Q4
MT0004693207,Q3
MT0004699901,Q4
MT0004715422,Q2
MT0004725405,Q1
MT0004731150,Q1
MT0004739956,Q2
MT0004751933,Q1
MT0004754115,Q4
MT0004758223,Q4
MT0004759588,Q2
MT0004807446,Q2
MT0004812565,Q4
MT0004816612,Q1
MT0004833310,Q4
MT0004836526,Q2
MT0004840819,Q3
MT0004842694,Q3
MT0004844832,Q2
MT0004850406,Q4
MT0004850690,Q4
MT0004861138,Q2
MT0004864453,Q4
MT0004866559,Q2
MT0004867564,Q4
MT0004882280,Q2
MT0004883551,Q1
MT0004890000,Q1
MT0004896738,Q1
MT0004911454,Q4
MT0004922692,Q3
MT0004925844,Q4
MT0004942017,Q2
MT0004948855,Q2
MT0004958762,Q2
MT0004961409,Q2
MT0004963809,Q4
MT0004970058,Q4
MT0004978135,Q3
MT0004984433,Q4
MT0005003824,Q1
MT0005009715,Q3
MT0005026798,Q2
MT0005028976,Q2
MT0005029328,Q2
MT0005030845,Q3
MT0005039941,Q2
MT0005048376,Q4
MT0005054643,Q4
MT0005060138,Q4
MT0005066971,Q1
MT0005068407,Q4
MT0005072543,Q1
MT0005083885,Q3
MT0005091539,Q4
MT0005094727,Q3
MT0005113916,Q4
MT0005118426,Q4
MT0005129157,Q4
MT0005134466,Q3
MT0005151875,Q4
MT0005157391,Q3
MT0005157804,Q4
MT0005163122,Q1
MT0005171537,Q2
MT0005171805,Q3
MT0005189351,Q3
MT0005189820,Q3
MT0005198745,Q4
MT0005202791,Q2
MT0005213723,Q2
MT0005221680,Q3
MT0005241287,Q2
MT0005241699,Q1
MT0005254421,Q3
MT0005260370,Q3
MT0005270263,Q3
MT0005272837,Q4
MT0005294278,Q3
MT0005304966,Q2
MT0005331755,Q1
MT0005336347,Q3
MT0005344437,Q4
MT0005352508,Q2
MT0005352614,Q3
MT0005357887,Q3
MT0005379911,Q3
MT0005387539,Q2
MT0005389048,Q3
MT0005392036,Q4
MT0005403018,Q4
MT0005404247,Q3
MT0005411969,Q2
MT0005417719,Q2
MT0005422349,Q4
MT0005425879,Q4
MT0005426130,Q1
MT0005431678,Q2
MT0005443513,Q4
MT0005451258,Q1
MT0005451862,Q2
MT0005478759,Q1
MT0005479384,Q4
MT0005497233,Q2
MT0005508168,Q4
MT0005511334,Q4
MT0005515169,Q2
MT0005519111,Q4
MT0005520274,Q3
MT0005525446,Q4
MT0005540023,Q2
MT0005540907,Q1
MT0005550288,Q2
MT0005556630,Q4
MT0005568749,Q3
MT0005575348,Q3
MT0005621435,Q3
MT0005630273,Q3
MT0005642770,Q2
MT0005651830,Q4
MT0005655655,Q3
MT0005658482,Q2
MT0005660001,Q1
MT0005670101,Q3
MT0005675532,Q4
MT0005696421,Q3
MT0005697785,Q4
MT0005707044,Q4
MT0005723257,Q3
MT0005725657,Q2
MT0005727008,Q2
MT0005727783,Q3
MT0005735527,Q4
MT0005737276,Q1
MT0005751512,Q2
MT0005756784,Q2
MT0005760259,Q2
MT0005761702,Q3
MT0005763004,Q1
MT0005774267,Q2
MT0005775235,Q4
MT0005802574,Q1
MT0005804191,Q4
MT0005822463,Q3
MT0005827376,Q4
MT0005827477,Q2
MT0005832516,Q1
MT0005850999,Q4
MT0005863380,Q4
MT0005912220,Q3
MT0005916227,Q3
MT0005941732,Q3
MT0005951020,Q2
MT0005959692,Q4
MT0005974256,Q2
MT0005981667,Q3
MT0005987148,Q4
MT0006001220,Q3
MT0006001707,Q2
MT0006022752,Q3
MT0006036535,Q3
MT0006039798,Q3
MT0006044445,Q4
MT0006070661,Q3
MT0006090628,Q3
MT0006096934,Q1
MT0006107326,Q4
MT0006114773,Q1
MT0006129774,Q4
MT0006137372,Q3
MT0006153804,Q3
MT0006157839,Q2
MT0006159067,Q3
MT0006169551,Q4
MT0006196650,Q1
MT0006232679,Q1
MT0006234138,Q4
MT0006249493,Q2
MT0006263439,Q3
MT0006271664,Q3
MT0006292011,Q2
MT0006300381,Q2
MT0006334050,Q3
MT0006348382,Q4
MT0006352493,Q4
MT0006356406,Q2
MT0006357085,Q1
MT0006357849,Q1
MT0006386327,Q1
MT0006391732,Q2
MT0006406298,Q1
MT0006409530,Q2
MT0006410748,Q1
MT0006417602,Q3
MT0006421356,Q3
MT0006475078,Q4
MT0006475970,Q1
MT0006482524,Q4
MT0006484633,Q2
MT0006486093,Q1
MT0006487252,Q4
MT0006487635,Q2
MT0006497092,Q2
MT0006501280,Q1
MT0006510599,Q2
MT0006524432,Q1
MT0006528309,Q1
MT0006534417,Q3
MT0006536592,Q1
MT0006540794,Q1
MT0006545202,Q2
MT0006553309,Q1
MT0006553914,Q2
MT0006555035,Q3
MT0006559667,Q2
MT0006562479,Q3
MT0006570517,Q2
MT0006573563,Q2
MT0006575669,Q4
MT0006581362,Q2
MT0006587635,Q2
MT0006587819,Q4
MT0006609765,Q4
MT0006610139,Q4
MT0006612877,Q2
MT0006628590,Q1
MT0006635536,Q3
MT0006640857,Q1
MT0006641042,Q2
MT0006654122,Q3
MT0006659841,Q3
MT0006672286,Q3
MT0006678796,Q4
MT0006683265,Q2
MT0006683875,Q1
MT0006696891,Q3
MT0006708402,Q3
MT0006737689,Q2
MT0006738137,Q4
MT0006742179,Q2
MT0006746691,Q2
MT0006746926,Q1
MT0006751087,Q2
MT0006754099,Q1
MT0006761058,Q4
MT0006761971,Q2
MT0006770955,Q1
MT0006772811,Q3
MT0006773580,Q2
MT0006777027,Q4
MT0006778622,Q2
MT0006788512,Q2
MT0006794235,Q4
MT0006795758,Q2
MT0006798861,Q2
MT0006800841,Q2
MT0006806145,Q2
MT0006810990,Q2
MT0006813360,Q3
MT0006814089,Q4
MT0006832360,Q2
MT0006833696,Q3
MT0006839715,Q4
MT0006846075,Q4
MT0006862088,Q2
MT0006877397,Q3
MT0006879985,Q2
MT0006880936,Q3
MT0006919273,Q3
MT0006929157,Q2
MT0006933170,Q2
MT0006937715,Q1
MT0006939177,Q2
MT0006991912,Q4
MT0006992235,Q1
MT0006996768,Q1
MT0007002901,Q2
MT0007031334,Q3
MT0007039082,Q4
MT0007043504,Q2
MT0007043936,Q3
MT0007051057,Q3
MT0007057303,Q1
MT0007058512,Q2
MT0007068165,Q1
MT0007072992,Q4
MT0007074655,Q2
MT0007081433,Q4
MT0007088972,Q1
MT0007099407,Q3
MT0007102148,Q3
MT0007102997,Q4
MT0007106784,Q3
MT0007109938,Q2
MT0007113915,Q3
MT0007117290,Q1
MT0007119529,Q4
MT0007127869,Q2
MT0007136180,Q1
MT0007142175,Q4
MT0007153265,Q3
MT0007164275,Q2
MT0007186714,Q4
MT0007190016,Q1
MT0007191313,Q4
MT0007207422,Q4
MT0007207968,Q4
MT0007210245,Q2
MT0007232134,Q4
MT0007249337,Q3
MT0007257222,Q1
MT0007265208,Q3
MT0007267489,Q4
MT0007276457,Q3
MT0007280044,Q3
MT0007310068,Q4
MT0007328300,Q3
MT0007337206,Q2
MT0007338724,Q3
MT0007340697,Q2
MT0007349999,Q3
MT0007351601,Q3
MT0007353661,Q4
MT0007356476,Q4
MT0007372035,Q3
MT0007384768,Q1
MT0007389608,Q2
MT0007390015,Q1
MT0007393408,Q2
MT0007396257,Q4
MT0007401605,Q2
MT0007410187,Q3
MT0007412399,Q3
MT0007412921,Q4
MT0007419064,Q1
MT0007423667,Q2
MT0007439502,Q1
MT0007442223,Q2
MT0007443823,Q1
MT0007451731,Q3
MT0007453133,Q1
MT0007453719,Q4
MT0007493575,Q1
MT0007497706,Q3
MT0007499577,Q3
MT0007522436,Q2
MT0007525777,Q3
MT0007530529,Q3
MT0007562704,Q2
MT0007594485,Q3
MT0007602902,Q2
MT0007607008,Q1
MT0007610380,Q3
MT0007627521,Q2
MT0007644103,Q1
MT0007645808,Q2
MT0007659703,Q2
MT0007679931,Q3
MT0007696006,Q2
MT0007697753,Q2
MT0007707015,Q3
MT0007724694,Q4
MT0007728545,Q3
MT0007757097,Q1
MT0007780282,Q2
MT0007780572,Q2
MT0007795217,Q1
MT0007797719,Q3
MT0007799675,Q4
MT0007805279,Q2
MT0007816041,Q4
MT0007818252,Q2
MT0007828167,Q4
MT0007833171,Q4
MT0007860263,Q3
MT0007871142,Q4
MT0007886392,Q1
MT0007906518,Q2
MT0007914044,Q3
MT0007924549,Q2
MT0007926918,Q2
MT0007959122,Q2
MT0007961027,Q1
MT0007961100,Q2
MT0007978643,Q1
MT0007983016,Q4
MT0007999856,Q2
MT0008007368,Q3
MT0008018703,Q3
MT0008022729,Q2
MT0008033398,Q3
MT0008068959,Q3
MT0008077089,Q3
MT0008077878,Q2
MT0008080519,Q3
MT0008095407,Q1
MT0008105399,Q1
MT0008120072,Q3
MT0008130158,Q2
MT0008137868,Q2
MT0008138963,Q3
MT0008140480,Q3
MT0008147388,Q2
MT0008148524,Q1
MT0008149831,Q2
MT0008154135,Q4
MT0008166411,Q3
MT0008166431,Q1
MT0008184180,Q2
MT0008208983,Q2
MT0008211502,Q1
MT0008222676,Q1
MT0008223344,Q3
MT0008236389,Q2
MT0008237717,Q1
MT0008241153,Q3
MT0008241874,Q3
MT0008260235,Q2
MT0008267476,Q3
MT0008276763,Q1
MT0008296972,Q3
MT0008307409,Q4
MT0008313843,Q1
MT0008328152,Q4
MT0008328714,Q3
MT0008330365,Q1
MT0008340316,Q1
MT0008347586,Q2
MT0008361425,Q2
MT0008363189,Q1
MT0008368311,Q3
MT0008371251,Q1
MT0008386252,Q2
MT0008399774,Q3
MT0008408635,Q4
MT0008421113,Q2
MT0008421900,Q4
MT0008425062,Q2
MT0008425616,Q2
MT0008428932,Q3
MT0008431795,Q1
MT0008451831,Q2
MT0008455201,Q2
MT0008467210,Q4
MT0008468144,Q4
MT0008497871,Q2
MT0008499614,Q2
MT0008530652,Q4
MT0008548050,Q4
MT0008554680,Q2
MT0008573252,Q2
MT0008575372,Q1
MT0008577171,Q4
MT0008578405,Q2
MT0008592019,Q4
MT0008596505,Q4
MT0008596537,Q2
MT0008602863,Q2
MT0008604277,Q3
MT0008617674,Q1
MT0008632122,Q1
