Song,Quadrant
MT0033218453,Q4
MT0033252621,Q2
MT0033258989,Q4
MT0033376569,Q4
MT0033381821,Q1
MT0033397942,Q4
MT0033430737,Q1
MT0033459750,Q4
MT0033470806,Q2
MT0033473090,Q4
MT0033512773,Q1
MT0033717316,Q1
MT0033841575,Q1
MT0033993440,Q4
MT0034013916,Q2
MT0034064577,Q1
MT0034113973,Q2
MT0034197846,Q3
MT0034211183,Q1
MT0034230990,Q4
MT0034403159,Q2
MT0034422157,Q4
MT0034518366,Q3
MT0034551604,Q4
MT0034552648,Q1
MT0034560618,Q3
MT0034563474,Q1
MT0034670435,Q2
MT0034677542,Q1
MT0034852831,Q1
MT0034996484,Q2
MT0035108409,Q4
MT0035332435,Q1
MT0035833639,Q3
MT0041030749,Q4
