Song,Quadrant
MT0000851865,Q1
MT0000854722,Q1
MT0000863543,Q1
MT0000875199,Q3
MT0000888329,Q4
MT0000895905,Q4
MT0000900387,Q2
MT0000900995,Q4
MT0000906888,Q4
MT0000920227,Q4
MT0000931402,Q3
MT0000934613,Q2
MT0000948111,Q1
MT0000954088,Q1
MT0000956340,Q2
MT0000992846,Q1
MT0001016068,Q3
MT0001030436,Q3
MT0001042055,Q4
MT0001043721,Q2
MT0001053268,Q1
MT0001062700,Q3
MT0001101467,Q2
MT0001102610,Q3
MT0001106114,Q4
MT0001115644,Q3
MT0001116511,Q2
MT0001117815,Q1
MT0001144930,Q4
MT0001152664,Q3
MT0001157069,Q3
MT0001168323,Q4
MT0001169715,Q1
MT0001183783,Q4
MT0001193202,Q2
MT0001193331,Q1
MT0001193971,Q3
MT0001194164,Q3
MT0001195535,Q4
MT0001202986,Q1
MT0001227219,Q4
MT0001230193,Q2
MT0001230298,Q3
MT0001256033,Q3
MT0001265984,Q3
MT0001266436,Q3
MT0001267997,Q4
MT0001284282,Q1
MT0001284801,Q3
MT0001287647,Q2
MT0001292451,Q1
MT0001297031,Q3
MT0001298241,Q3
MT0001305550,Q3
MT0001309422,Q3
MT0001313815,Q4
MT0001318718,Q1
MT0001323755,Q4
MT0001332899,Q3
MT0001335920,Q1
MT0001347462,Q4
MT0001353828,Q2
MT0001361436,Q2
MT0001368531,Q4
MT0001369981,Q3
MT0001370627,Q4
MT0001376988,Q2
MT0001377616,Q4
MT0001377742,Q2
MT0001380360,Q2
MT0001385947,Q3
MT0001395462,Q3
MT0001397431,Q2
MT0001404677,Q3
MT0001435061,Q3
MT0001436086,Q4
MT0001473110,Q2
MT0001477169,Q4
MT0001509368,Q1
MT0001509615,Q3
MT0001511433,Q4
MT0001514284,Q1
MT0001515028,Q4
MT0001528638,Q4
MT0001531856,Q1
MT0001531906,Q4
MT0001554870,Q2
MT0001590644,Q2
MT0001609615,Q4
MT0001634305,Q3
MT0001639011,Q1
MT0001644811,Q4
MT0001646256,Q3
MT0001648703,Q2
MT0001653728,Q4
MT0001658982,Q3
MT0001699798,Q4
MT0001738256,Q2
MT0001741017,Q1
MT0001765726,Q4
MT0001770136,Q1
MT0001779167,Q2
MT0001795697,Q1
MT0001801454,Q2
MT0001829666,Q1
MT0001831738,Q1
MT0001832838,Q4
MT0001835551,Q2
MT0001839466,Q3
MT0001841416,Q3
MT0001852290,Q2
MT0001889244,Q1
MT0001891260,Q3
MT0001899447,Q3
MT0001899867,Q1
MT0001920501,Q3
MT0001927921,Q2
MT0001929641,Q3
MT0001934410,Q2
MT0001934726,Q3
MT0001943830,Q4
MT0001949173,Q4
MT0001954919,Q4
MT0001962373,Q2
MT0001963447,Q2
MT0001972829,Q3
MT0001978806,Q2
MT0001980613,Q4
MT0001988811,Q3
MT0001992879,Q2
MT0002007417,Q3
MT0002014752,Q4
MT0002024101,Q2
MT0002024741,Q4
MT0002034238,Q1
MT0002054074,Q4
MT0002060109,Q3
MT0002068648,Q1
MT0002087541,Q3
MT0002088249,Q1
MT0002099419,Q2
MT0002113056,Q1
MT0002132088,Q4
MT0002139311,Q1
MT0002169629,Q2
MT0002177145,Q1
MT0002193996,Q4
MT0002222944,Q2
MT0002239079,Q2
MT0002250135,Q3
MT0002277261,Q3
MT0002291660,Q2
MT0002294387,Q1
MT0002298774,Q2
MT0002307435,Q3
MT0002316145,Q2
MT0002325544,Q3
MT0002343207,Q1
MT0002347246,Q1
MT0002355423,Q4
MT0002359628,Q4
MT0002360219,Q1
MT0002366291,Q1
MT0002372242,Q2
MT0002397625,Q4
MT0002399275,Q2
MT0002460914,Q2
MT0002472723,Q1
MT0002477987,Q3
MT0002510318,Q3
MT0002515172,Q4
MT0002541988,Q4
MT0002580064,Q3
MT0002585767,Q3
MT0002591418,Q4
MT0002602057,Q2
MT0002604697,Q3
MT0002621498,Q2
MT0002638821,Q4
MT0002655864,Q2
MT0002659854,Q4
MT0002672499,Q1
MT0002675791,Q4
MT0002698827,Q4
MT0002714093,Q3
MT0002716927,Q4
MT0002737189,Q2
MT0002739845,Q2
MT0002760912,Q3
MT0002761408,Q2
MT0002762445,Q1
MT0002771537,Q3
MT0002810052,Q2
MT0002840704,Q1
MT0002844771,Q3
MT0002858390,Q4
MT0002859848,Q4
MT0002875103,Q2
MT0002894033,Q1
MT0002905185,Q3
MT0002907679,Q1
MT0002909109,Q1
MT0002920876,Q4
MT0002928993,Q3
MT0002951872,Q1
MT0002960288,Q4
MT0002980543,Q4
MT0002986568,Q3
MT0002999366,Q1
MT0003008724,Q2
MT0003012633,Q4
MT0003023886,Q2
MT0003025373,Q1
MT0003025883,Q4
MT0003028265,Q4
MT0003037754,Q3
MT0003041246,Q2
MT0003044417,Q1
MT0003085195,Q2
MT0003085925,Q1
MT0003102331,Q4
MT0003106472,Q2
MT0003109823,Q3
MT0003117846,Q2
MT0003124476,Q2
MT0003131369,Q1
MT0003144898,Q1
MT0003146944,Q4
MT0003148189,Q4
MT0003175531,Q1
MT0003213617,Q4
MT0003213835,Q1
MT0003216840,Q1
MT0003237550,Q2
MT0003246728,Q1
MT0003263304,Q3
MT0003264792,Q4
MT0003272904,Q3
MT0003274067,Q3
MT0003280103,Q4
MT0003286463,Q1
MT0003287931,Q4
MT0003300388,Q3
MT0003304271,Q4
MT0003315880,Q2
MT0003326925,Q2
MT0003328491,Q3
MT0003329820,Q1
MT0003336800,Q2
MT0003353794,Q3
MT0003362617,Q3
MT0003389088,Q4
MT0003390733,Q1
MT0003402178,Q4
MT0003402994,Q1
MT0003420996,Q3
MT0003421433,Q4
MT0003428477,Q4
MT0003435704,Q3
MT0003444822,Q2
MT0003462877,Q2
MT0003473344,Q4
MT0003482336,Q2
MT0003501434,Q3
MT0003504525,Q3
MT0003510796,Q4
MT0003517837,Q4
MT0003542756,Q3
MT0003570082,Q1
MT0003587042,Q2
MT0003597979,Q4
MT0003603497,Q4
MT0003629164,Q4
MT0003630870,Q2
MT0003659365,Q2
MT0003728288,Q2
MT0003729518,Q1
MT0003740052,Q4
MT0003762220,Q4
MT0003762339,Q2
MT0003768949,Q1
MT0003788939,Q1
MT0003792475,Q3
MT0003795778,Q1
MT0003796752,Q1
MT0003859252,Q2
MT0003861331,Q4
MT0003863509,Q3
MT0003868390,Q4
MT0003869539,Q1
MT0003881997,Q2
MT0003898980,Q4
MT0003906833,Q1
MT0003907045,Q3
MT0003935299,Q4
MT0003974181,Q3
MT0004001989,Q1
MT0004033010,Q1
MT0004068560,Q2
MT0004072079,Q2
MT0004073991,Q2
MT0004085907,Q2
MT0004091857,Q1
MT0004098601,Q4
MT0004117319,Q3
MT0004131260,Q3
MT0004141823,Q1
MT0004156130,Q4
MT0004180568,Q4
MT0004194402,Q3
MT0004197514,Q2
MT0004212108,Q3
MT0004219321,Q4
MT0004232099,Q3
MT0004240748,Q2
MT0004254228,Q2
MT0004256890,Q4
MT0004262978,Q4
MT0004263301,Q3
MT0004287283,Q3
MT0004290389,Q3
MT0004306521,Q4
MT0004317784,Q3
MT0004337195,Q1
MT0004352104,Q3
MT0004352726,Q4
MT0004362501,Q4
MT0004395306,Q4
MT0004400843,Q3
MT0004414074,Q2
MT0004422924,Q1
MT0004425744,Q1
MT0004440606,Q3
MT0004444570,Q1
MT0004469135,Q1
MT0004485367,Q3
MT0004489039,Q3
MT0004497478,Q2
MT0004512063,Q2
MT0004525980,Q4
MT0004540242,Q4
MT0004542745,Q4
MT0004550434,Q2
MT0004550458,Q4
MT0004551480,Q1
MT0004558203,Q2
MT0004558461,Q2
MT0004588191,Q1
MT0004625127,Q3
MT0004683099,Q1
MT0004725405,Q1
MT0004754115,Q4
MT0004758223,Q4
MT0004772896,Q3
MT0004798504,Q2
MT0004816612,Q1
MT0004836526,Q2
MT0004840819,Q3
MT0004842694,Q3
MT0004850406,Q4
MT0004861138,Q2
MT0004864453,Q4
MT0004866559,Q2
MT0004882280,Q2
MT0004883551,Q1
MT0004890000,Q1
MT0004896738,Q1
MT0004925844,Q4
MT0004961409,Q2
MT0004962647,Q4
MT0004963809,Q4
MT0004970058,Q4
MT0005030845,Q3
MT0005039941,Q2
MT0005072543,Q1
MT0005083885,Q3
MT0005094727,Q3
MT0005113916,Q4
MT0005118426,Q4
MT0005134466,Q3
MT0005157804,Q4
MT0005189351,Q3
MT0005189820,Q3
MT0005198745,Q4
MT0005241287,Q2
MT0005272837,Q4
MT0005286165,Q2
MT0005294278,Q3
MT0005331755,Q1
MT0005344437,Q4
MT0005379911,Q3
MT0005404247,Q3
MT0005411969,Q2
MT0005417719,Q2
MT0005422349,Q4
MT0005425879,Q4
MT0005426130,Q1
MT0005431678,Q2
MT0005443513,Q4
MT0005451862,Q2
MT0005478759,Q1
MT0005486154,Q3
MT0005497233,Q2
MT0005515169,Q2
MT0005519111,Q4
MT0005540023,Q2
MT0005540907,Q1
MT0005550288,Q2
MT0005556630,Q4
MT0005568749,Q3
MT0005575348,Q3
MT0005592810,Q1
MT0005621435,Q3
MT0005625323,Q1
MT0005630273,Q3
MT0005655655,Q3
MT0005660001,Q1
MT0005675358,Q2
MT0005707044,Q4
MT0005715379,Q4
MT0005723257,Q3
MT0005727783,Q3
MT0005752234,Q1
MT0005756784,Q2
MT0005761702,Q3
MT0005763004,Q1
MT0005774267,Q2
MT0005775235,Q4
MT0005802574,Q1
MT0005804191,Q4
MT0005822463,Q3
MT0005827376,Q4
MT0005850999,Q4
MT0005863380,Q4
MT0005912220,Q3
MT0005916227,Q3
MT0005944471,Q1
MT0005951020,Q2
MT0005959692,Q4
MT0006022752,Q3
MT0006036535,Q3
MT0006039798,Q3
MT0006044445,Q4
MT0006114773,Q1
MT0006115121,Q4
MT0006129774,Q4
MT0006137372,Q3
MT0006159067,Q3
MT0006169551,Q4
MT0006181559,Q4
MT0006196650,Q1
MT0006232679,Q1
MT0006348382,Q4
MT0006356406,Q2
MT0006357085,Q1
MT0006357849,Q1
MT0006391732,Q2
MT0006406298,Q1
MT0006409530,Q2
MT0006417602,Q3
MT0006421356,Q3
MT0006475078,Q4
MT0006475970,Q1
MT0006492385,Q3
MT0006497092,Q2
MT0006510599,Q2
MT0006528309,Q1
MT0006536592,Q1
MT0006540794,Q1
MT0006553309,Q1
MT0006553914,Q2
MT0006559667,Q2
MT0006587819,Q4
MT0006635536,Q3
MT0006654122,Q3
MT0006683875,Q1
MT0006695707,Q2
MT0006708402,Q3
MT0006723128,Q2
MT0006737689,Q2
MT0006761058,Q4
MT0006761971,Q2
MT0006770955,Q1
MT0006778622,Q2
MT0006795758,Q2
MT0006800841,Q2
MT0006806145,Q2
MT0006810990,Q2
MT0006813360,Q3
MT0006833696,Q3
MT0006839715,Q4
MT0006846075,Q4
MT0006876450,Q3
MT0006877397,Q3
MT0006879985,Q2
MT0006880936,Q3
MT0006919273,Q3
MT0006929157,Q2
MT0006937715,Q1
MT0006939177,Q2
MT0006991912,Q4
MT0007039082,Q4
MT0007043504,Q2
MT0007051057,Q3
MT0007051188,Q4
MT0007057303,Q1
MT0007058512,Q2
MT0007072992,Q4
MT0007081433,Q4
MT0007102148,Q3
MT0007102997,Q4
MT0007106784,Q3
MT0007107079,Q4
MT0007113915,Q3
MT0007117290,Q1
MT0007127869,Q2
MT0007136180,Q1
MT0007142175,Q4
MT0007147603,Q1
MT0007186714,Q4
MT0007190016,Q1
MT0007210245,Q2
MT0007267489,Q4
MT0007276457,Q3
MT0007280044,Q3
MT0007337206,Q2
MT0007340697,Q2
MT0007353661,Q4
MT0007356476,Q4
MT0007384768,Q1
MT0007390015,Q1
MT0007410187,Q3
MT0007412399,Q3
MT0007412921,Q4
MT0007419064,Q1
MT0007453719,Q4
MT0007493575,Q1
MT0007508173,Q1
MT0007522436,Q2
MT0007525777,Q3
MT0007556029,Q4
MT0007602902,Q2
MT0007607008,Q1
MT0007644103,Q1
MT0007645808,Q2
MT0007659703,Q2
MT0007728545,Q3
MT0007757097,Q1
MT0007780282,Q2
MT0007795217,Q1
MT0007797719,Q3
MT0007805279,Q2
MT0007828167,Q4
MT0007860263,Q3
MT0007866540,Q2
MT0007886392,Q1
MT0007906518,Q2
MT0007912800,Q4
MT0007926918,Q2
MT0007983016,Q4
MT0007991638,Q2
MT0007999856,Q2
MT0008022729,Q2
MT0008077878,Q2
MT0008105399,Q1
MT0008120072,Q3
MT0008138963,Q3
MT0008147388,Q2
MT0008149831,Q2
MT0008154135,Q4
MT0008166431,Q1
MT0008184180,Q2
MT0008211502,Q1
MT0008237717,Q1
MT0008241153,Q3
MT0008276763,Q1
MT0008279825,Q3
MT0008296972,Q3
MT0008307409,Q4
MT0008308461,Q1
MT0008313843,Q1
MT0008347586,Q2
MT0008352590,Q2
MT0008361425,Q2
MT0008363189,Q1
MT0008368311,Q3
MT0008371251,Q1
MT0008394478,Q1
MT0008408635,Q4
MT0008421900,Q4
MT0008425062,Q2
MT0008428932,Q3
MT0008431795,Q1
MT0008497871,Q2
MT0008515901,Q3
MT0008530652,Q4
MT0008548050,Q4
MT0008554680,Q2
MT0008578405,Q2
MT0008596505,Q4
MT0008604277,Q3
MT0008632122,Q1
MT0008636271,Q3
MT0008641724,Q2
MT0008672387,Q1
MT0008673460,Q1
MT0008684978,Q1
MT0008690776,Q3
MT0008709705,Q3
MT0008734186,Q2
MT0008750426,Q4
MT0008776764,Q2
MT0008790106,Q4
MT0008794071,Q4
MT0008813309,Q1
MT0008819987,Q4
MT0008863436,Q2
MT0008869963,Q4
MT0008882630,Q2
MT0008899266,Q3
MT0008905908,Q3
MT0008960612,Q3
MT0008963540,Q3
MT0008972801,Q1
MT0009005900,Q1
MT0009010830,Q1
MT0009025287,Q2
MT0009025845,Q3
MT0009054976,Q4
MT0009075362,Q4
MT0009164591,Q3
MT0009164605,Q1
MT0009165729,Q2
MT0009169626,Q3
MT0009172291,Q2
MT0009174874,Q2
MT0009206381,Q1
MT0009208842,Q1
MT0009217411,Q2
MT0009233872,Q1
MT0009239443,Q2
MT0009253379,Q1
MT0009278329,Q1
MT0009312856,Q3
MT0009319587,Q2
MT0009321428,Q3
MT0009360971,Q2
MT0009375581,Q4
MT0009390091,Q1
MT0009400121,Q2
MT0009418269,Q2
MT0009425259,Q2
MT0009430339,Q2
MT0009469599,Q3
MT0009495283,Q3
MT0009495284,Q3
MT0009495285,Q3
MT0009577134,Q2
MT0009635397,Q2
MT0009693151,Q3
MT0009740290,Q4
MT0009741521,Q4
MT0009741760,Q4
MT0009741774,Q4
MT0009868354,Q4
MT0009968194,Q1
MT0009996318,Q3
MT0010007878,Q3
MT0010007881,Q3
MT0010007882,Q3
MT0010049476,Q4
MT0010054305,Q3
MT0010065686,Q1
MT0010083757,Q4
MT0010085729,Q1
MT0010100278,Q1
MT0010100279,Q1
MT0010100283,Q3
MT0010100285,Q1
MT0010100333,Q1
MT0010100428,Q4
MT0010169019,Q1
MT0010203716,Q4
MT0010236541,Q1
MT0010257371,Q3
MT0010261584,Q4
MT0010261588,Q1
MT0010278984,Q4
MT0010310896,Q2
MT0010310898,Q2
MT0010344415,Q1
MT0010346228,Q1
MT0010363782,Q3
MT0010368848,Q1
MT0010379209,Q4
MT0010444469,Q4
MT0010468178,Q3
MT0010477194,Q2
MT0010480965,Q2
MT0010481194,Q2
MT0010482550,Q1
MT0010485559,Q2
MT0010487366,Q2
MT0010502078,Q2
MT0010506192,Q3
MT0010510852,Q1
MT0010524453,Q1
MT0010548963,Q1
MT0010551970,Q4
MT0010552303,Q1
MT0010554620,Q2
MT0010574326,Q1
MT0010582452,Q4
MT0010611876,Q1
MT0010612023,Q2
MT0010615428,Q2
MT0010617945,Q1
MT0010620026,Q2
MT0010623104,Q2
MT0010630017,Q3
MT0010674530,Q3
MT0010674859,Q3
MT0010676114,Q1
MT0010695865,Q3
MT0010705334,Q1
MT0010706869,Q1
MT0010710874,Q3
MT0010715611,Q2
MT0010723658,Q3
MT0010723756,Q4
MT0010736208,Q2
MT0010741386,Q3
MT0010755212,Q1
MT0010777106,Q1
MT0010815151,Q3
MT0010823031,Q3
MT0010849747,Q2
MT0010850805,Q3
MT0010883435,Q1
MT0010894865,Q2
MT0010897525,Q2
MT0010902792,Q1
MT0010922381,Q2
MT0010956902,Q1
MT0010967419,Q4
MT0010980499,Q4
MT0010983830,Q2
MT0011145388,Q2
MT0011162069,Q3
MT0011204639,Q1
MT0011252708,Q2
MT0011292112,Q4
MT0011302120,Q4
MT0011308097,Q3
MT0011322528,Q2
MT0011332604,Q4
MT0011342337,Q3
MT0011358600,Q4
MT0011361934,Q2
MT0011369407,Q2
MT0011374342,Q4
MT0011378875,Q2
MT0011391187,Q3
MT0011391356,Q2
MT0011403548,Q4
MT0011411969,Q2
MT0011426003,Q2
MT0011448773,Q1
MT0011451296,Q1
MT0011503204,Q1
MT0011510700,Q1
MT0011558921,Q1
MT0011594970,Q3
MT0011650689,Q4
MT0011659985,Q4
MT0011707340,Q2
MT0011711878,Q4
MT0011712337,Q2
MT0011716005,Q1
MT0011767762,Q1
MT0011772341,Q1
MT0011808566,Q1
MT0011809659,Q4
MT0011818239,Q4
MT0011842354,Q3
MT0011847514,Q1
MT0011861922,Q1
MT0011862487,Q4
MT0011869625,Q1
MT0011870505,Q3
MT0011878109,Q1
MT0011879943,Q2
MT0011881944,Q1
MT0011886864,Q3
MT0011894681,Q3
MT0011896804,Q4
MT0011908274,Q4
MT0011910522,Q4
MT0011914836,Q1
MT0011916674,Q1
MT0011921060,Q2
MT0011922905,Q4
MT0011924283,Q1
MT0011929096,Q4
MT0011937271,Q3
MT0011950450,Q1
MT0011957429,Q1
MT0011959819,Q2
MT0011961925,Q3
MT0011963777,Q2
MT0011982393,Q4
MT0011991382,Q2
MT0011999773,Q1
MT0012001684,Q1
MT0012004909,Q3
MT0012004929,Q1
MT0012005920,Q1
MT0012009054,Q2
MT0012011991,Q4
MT0012013969,Q3
MT0012014382,Q1
MT0012016955,Q1
MT0012017035,Q4
MT0012030591,Q1
MT0012030863,Q2
MT0012041920,Q1
MT0012100576,Q2
MT0012116237,Q2
MT0012122028,Q2
MT0012159808,Q4
MT0012168286,Q2
MT0012317309,Q3
MT0012330276,Q4
MT0012396528,Q1
MT0012398546,Q1
MT0012430736,Q1
MT0012438211,Q2
MT0012459878,Q3
MT0012505137,Q4
MT0012509093,Q1
MT0012521149,Q1
MT0012619690,Q1
MT0012634038,Q3
MT0012637285,Q3
MT0012649676,Q2
MT0012658386,Q3
MT0012666474,Q3
MT0012697686,Q1
MT0012698055,Q4
MT0012740185,Q4
MT0012773883,Q4
MT0012777233,Q1
MT0012811141,Q3
MT0012823048,Q3
MT0012854734,Q3
MT0012855159,Q2
MT0012895822,Q1
MT0012909507,Q2
MT0012914763,Q2
MT0012930833,Q2
MT0012976100,Q1
MT0012988776,Q3
MT0013003902,Q4
MT0013056573,Q4
MT0013056830,Q4
MT0013058008,Q2
MT0013064857,Q1
MT0013070871,Q3
MT0013101577,Q1
MT0013104929,Q1
MT0013115311,Q4
MT0013156036,Q2
MT0013177702,Q4
MT0013184611,Q1
MT0013201347,Q1
MT0013209458,Q3
MT0013216725,Q2
MT0013219857,Q3
MT0013228223,Q4
MT0013236693,Q1
MT0013260233,Q3
MT0013283837,Q3
MT0013289749,Q3
MT0013305827,Q4
MT0013328261,Q3
MT0013349760,Q3
MT0013350034,Q1
MT0013411556,Q4
MT0013416300,Q3
MT0013418800,Q2
MT0013458428,Q3
MT0013464231,Q1
MT0013524535,Q2
MT0013583287,Q1
MT0013590244,Q1
MT0013602925,Q2
MT0013610638,Q2
MT0013612461,Q2
MT0013616609,Q2
MT0013637631,Q1
MT0013649307,Q3
MT0013658337,Q1
MT0013693326,Q4
MT0013743441,Q2
MT0013746403,Q3
MT0013752990,Q2
MT0013758625,Q1
MT0013809208,Q1
MT0013833732,Q4
MT0013881862,Q2
MT0013900095,Q1
MT0013921881,Q2
MT0013923586,Q4
MT0013929650,Q1
MT0013960578,Q1
MT0014005525,Q1
MT0014116864,Q2
MT0014118699,Q3
MT0014121590,Q2
MT0014135173,Q2
MT0014209882,Q2
MT0014215479,Q4
MT0014472963,Q2
MT0014498396,Q4
MT0014553172,Q4
MT0014554353,Q1
MT0014555701,Q1
MT0014581361,Q2
MT0014584319,Q4
MT0014586720,Q1
MT0014594482,Q2
MT0014612093,Q4
MT0014619583,Q1
MT0014624309,Q4
MT0014650353,Q4
MT0014650360,Q1
MT0014664637,Q1
MT0014665693,Q3
MT0014703649,Q2
MT0014724547,Q4
MT0014752461,Q4
MT0014756127,Q2
MT0014762437,Q2
MT0014781093,Q1
MT0014798420,Q3
MT0014804830,Q3
MT0014845647,Q2
MT0014859055,Q2
MT0014880463,Q2
MT0014936205,Q3
MT0014936656,Q4
MT0014953592,Q2
MT0014957211,Q2
MT0014964772,Q2
MT0014992356,Q1
MT0015004867,Q2
MT0015019608,Q2
MT0015026273,Q2
MT0015032338,Q4
MT0015139461,Q3
MT0015428521,Q1
MT0015465230,Q3
MT0015469804,Q2
MT0015471594,Q4
MT0015477550,Q4
MT0015494518,Q2
MT0015541501,Q2
MT0015546206,Q1
MT0015587436,Q2
MT0015665796,Q3
MT0015706588,Q4
MT0015708437,Q2
MT0015709701,Q4
MT0015715008,Q3
MT0015760726,Q4
MT0015883602,Q3
MT0015889071,Q2
MT0015929505,Q3
MT0015950558,Q2
MT0015971175,Q2
MT0016770768,Q1
MT0016913402,Q3
MT0016915093,Q2
MT0016933152,Q3
MT0017031590,Q1
MT0017475710,Q2
MT0017657810,Q1
MT0017971951,Q1
MT0018024152,Q1
MT0018031959,Q1
MT0018044514,Q3
MT0018288135,Q2
MT0018376280,Q4
MT0018669856,Q2
MT0018793776,Q1
MT0019352491,Q4
MT0019766193,Q3
MT0020009125,Q2
MT0026135542,Q1
MT0026236933,Q3
MT0026330298,Q3
MT0026378461,Q3
MT0026414107,Q4
MT0026520343,Q2
MT0026607275,Q4
MT0026624084,Q2
MT0026682960,Q3
MT0026697228,Q3
MT0026712161,Q4
MT0026719173,Q2
MT0026734083,Q2
MT0026753145,Q1
MT0026790435,Q1
MT0026795261,Q1
MT0026826094,Q3
MT0026900439,Q1
MT0026903849,Q2
MT0026905937,Q3
MT0026933516,Q1
MT0026971941,Q4
MT0026972072,Q4
MT0026999750,Q1
MT0027023212,Q4
MT0027032503,Q2
MT0027075208,Q2
MT0027112893,Q1
MT0027182657,Q3
MT0027535695,Q1
MT0027696140,Q1
MT0027859587,Q4
MT0028081047,Q2
MT0028116568,Q4
MT0028213435,Q2
MT0028242839,Q4
MT0028293340,Q4
MT0028338292,Q3
MT0028348785,Q2
MT0028372740,Q1
MT0028374210,Q4
MT0028425911,Q4
MT0028445777,Q1
MT0028452849,Q1
MT0028471202,Q2
MT0028498801,Q4
MT0028577920,Q3
MT0028587966,Q4
MT0028603801,Q1
MT0028609181,Q4
MT0028617657,Q1
MT0028627699,Q1
MT0028691865,Q3
MT0028694655,Q4
MT0028750297,Q2
MT0028754256,Q2
MT0028758101,Q4
MT0028790582,Q2
MT0028810869,Q2
MT0028813190,Q2
MT0028813196,Q4
MT0028888763,Q3
MT0028937743,Q1
MT0028942506,Q4
MT0029091265,Q4
MT0029133325,Q3
MT0029166572,Q3
MT0029196396,Q2
MT0029772184,Q2
MT0029825641,Q1
MT0029861029,Q3
MT0030074137,Q3
MT0030097307,Q3
MT0030097602,Q4
MT0030177407,Q2
MT0030184605,Q2
MT0030203700,Q3
MT0030203729,Q2
MT0030211400,Q2
MT0030214520,Q2
MT0030233759,Q2
MT0030247926,Q3
MT0030289937,Q3
MT0030291182,Q1
MT0030319227,Q4
MT0030324011,Q2
MT0030327630,Q2
MT0030349080,Q1
MT0030362174,Q4
MT0030407300,Q1
