Song,Quadrant
MT0009908994,Q2
MT0033155511,Q2
MT0014135173,Q2
MT0014762437,Q2
MT0015889071,Q2
MT0000318206,Q2
MT0011378875,Q2
MT0003023886,Q2
MT0005550288,Q2
MT0006695707,Q2
MT0002222944,Q2
MT0004414074,Q2
MT0007906518,Q2
MT0006067841,Q2
MT0008806305,Q2
MT0003315880,Q2
MT0032665811,Q2
MT0015034564,Q2
MT0010978213,Q2
MT0003774577,Q2
MT0007805279,Q2
MT0033974184,Q2
MT0005417719,Q2
MT0013616609,Q2
MT0005497233,Q2
MT0007522436,Q2
MT0004197514,Q2
MT0001043721,Q2
MT0008352590,Q2
MT0005431678,Q2
MT0014957211,Q2
MT0011943549,Q2
MT0000829531,Q2
MT0004836526,Q2
MT0011252708,Q2
MT0028790582,Q2
MT0001641165,Q2
MT0013612461,Q2
MT0032157716,Q2
MT0012030863,Q2
MT0014116864,Q2
MT0039250520,Q2
MT0007043504,Q2
MT0007806202,Q2
MT0006778622,Q2
MT0005319891,Q2
MT0015019608,Q2
MT0005287506,Q2
MT0009635397,Q2
MT0002761408,Q2
MT0004512063,Q2
MT0030327630,Q2
MT0003728288,Q2
MT0008022729,Q2
MT0005756784,Q2
MT0009635389,Q2
MT0006497092,Q2
MT0009635394,Q2
MT0003762339,Q2
MT0001852290,Q2
MT0004811602,Q2
MT0005675358,Q2
MT0006434833,Q2
MT0006559667,Q2
MT0007825188,Q2
MT0007832902,Q2
MT0007939281,Q2
MT0008530072,Q2
MT0009239443,Q2
MT0002252353,Q2
MT0003224500,Q2
MT0004674397,Q2
MT0026990793,Q2
MT0015587436,Q2
MT0004293364,Q2
MT0001648703,Q2
MT0014121590,Q2
MT0003336800,Q2
MT0002099419,Q2
MT0013087767,Q2
MT0008554680,Q2
MT0004558203,Q2
MT0006078896,Q2
MT0002810052,Q2
MT0003482336,Q2
MT0005451862,Q2
MT0031555265,Q2
MT0014880463,Q2
MT0014472963,Q2
MT0000066236,Q2
MT0005951020,Q2
MT0001889075,Q2
MT0002316145,Q2
MT0009418269,Q2
MT0004961409,Q2
MT0002621498,Q2
MT0026681751,Q2
MT0001835551,Q2
MT0034991842,Q2
MT0007602902,Q2
MT0000419956,Q2
MT0011361934,Q2
MT0003503243,Q2
MT0011963777,Q2
MT0011879943,Q2
MT0006800841,Q2
MT0010477194,Q2
MT0035322836,Q2
MT0010624346,Q2
MT0031726825,Q2
MT0003124476,Q2
MT0006810990,Q2
MT0006391732,Q2
MT0010310896,Q2
MT0014209882,Q2
MT0014790813,Q2
MT0035241675,Q2
MT0010897525,Q2
MT0035285414,Q2
MT0013156036,Q2
MT0000231784,Q2
MT0032050779,Q2
MT0010502078,Q2
MT0008347586,Q2
MT0004861138,Q2
MT0001738256,Q2
MT0020009125,Q2
MT0033287096,Q2
MT0005822671,Q2
MT0008497871,Q2
MT0015469804,Q2
MT0006723128,Q2
MT0012116237,Q2
MT0007780282,Q2
MT0009025287,Q2
MT0002298774,Q2
MT0026734083,Q2
MT0000744293,Q2
MT0012645597,Q2
MT0028405583,Q2
MT0003326925,Q2
MT0028623145,Q2
MT0030324011,Q2
MT0016971741,Q1
MT0001531856,Q1
MT0012023721,Q1
MT0011933875,Q1
MT0001889244,Q1
MT0026753145,Q1
MT0001829666,Q1
MT0004469135,Q1
MT0007384768,Q1
MT0008363189,Q1
MT0007757097,Q1
MT0001831738,Q1
MT0008105399,Q1
MT0011772341,Q1
MT0012041920,Q1
MT0013960578,Q1
MT0009968194,Q1
MT0006553309,Q1
MT0000146966,Q1
MT0008113039,Q1
MT0007037296,Q1
MT0028603801,Q1
MT0011487003,Q1
MT0004091857,Q1
MT0008276763,Q1
MT0002709704,Q1
MT0028372740,Q1
MT0027149420,Q1
MT0003788939,Q1
MT0005625323,Q1
MT0000621840,Q1
MT0012509093,Q1
MT0013800071,Q1
MT0008401073,Q1
MT0010754290,Q1
MT0006771406,Q1
MT0001639011,Q1
MT0000497520,Q1
MT0029825641,Q1
MT0012697686,Q1
MT0004816612,Q1
MT0000556349,Q1
MT0002362108,Q1
MT0014553025,Q1
MT0014082915,Q1
MT0015428521,Q1
MT0010956902,Q1
MT0010394619,Q1
MT0030291182,Q1
MT0006367176,Q1
MT0007132421,Q1
MT0003729518,Q1
MT0006232679,Q1
MT0000325093,Q1
MT0004113262,Q1
MT0005944471,Q1
MT0004141823,Q1
MT0000615489,Q1
MT0002088249,Q1
MT0008966305,Q1
MT0013678986,Q1
MT0027797339,Q1
MT0030248025,Q1
MT0030362299,Q1
MT0015005100,Q1
MT0010777106,Q1
MT0000664362,Q1
MT0012895822,Q1
MT0026930415,Q1
MT0002006862,Q1
MT0007493575,Q1
MT0010065686,Q1
MT0005763004,Q1
MT0002840704,Q1
MT0009041848,Q1
MT0027696140,Q1
MT0016918508,Q1
MT0001217651,Q1
MT0008345160,Q1
MT0007607008,Q1
MT0032782452,Q1
MT0018031959,Q1
MT0003649209,Q1
MT0018024152,Q1
MT0013929650,Q1
MT0010344415,Q1
MT0010346228,Q1
MT0002645049,Q1
MT0002179342,Q1
MT0008363839,Q1
MT0026753827,Q1
MT0011881944,Q1
MT0012396528,Q1
MT0013184611,Q1
MT0011920419,Q1
MT0012398546,Q1
MT0005713768,Q1
MT0004551480,Q1
MT0002951872,Q1
MT0003213835,Q1
MT0003248394,Q1
MT0011950450,Q1
MT0005469880,Q1
MT0006747288,Q1
MT0007329488,Q1
MT0026790435,Q1
MT0018793776,Q1
MT0006357849,Q1
MT0014650360,Q1
MT0014992356,Q1
MT0004338270,Q1
MT0026135542,Q1
MT0010574326,Q1
MT0010548963,Q1
MT0012976100,Q1
MT0000426880,Q1
MT0001770136,Q1
MT0030487841,Q1
MT0010902792,Q1
MT0000045345,Q1
MT0014554353,Q1
MT0009208842,Q1
MT0006357085,Q1
MT0001193331,Q1
MT0035037927,Q1
MT0001053268,Q1
MT0009278329,Q1
MT0012430736,Q1
MT0002219182,Q1
MT0001284282,Q1
MT0007508173,Q1
MT0006536592,Q1
MT0014586720,Q1
MT0030349080,Q1
MT0011957429,Q1
MT0004020993,Q1
MT0028937743,Q1
MT0006770955,Q1
MT0032235381,Q1
MT0005072543,Q1
MT0000546446,Q1
MT0002762445,Q1
MT0009390091,Q1
MT0007117290,Q1
MT0004890000,Q1
MT0003536193,Q1
MT0026900439,Q1
MT0036368550,Q1
MT0003768949,Q1
MT0000954088,Q1
L068,Q3
MT0010007881,Q3
MT0000259235,Q3
MT0004869271,Q3
MT0004829377,Q3
MT0008191737,Q3
L066,Q3
MT0000437534,Q3
L191,Q3
MT0000720686,Q3
L171,Q3
MT0012013969,Q3
MT0009002136,Q3
L020-162,Q3
MT0033159895,Q3
MT0035833639,Q3
MT0016913402,Q3
MT0007438571,Q3
MT0001879903,Q3
MT0001134958,Q3
MT0000022649,Q3
MT0009693151,Q3
MT0001899447,Q3
L185,Q3
MT0000763275,Q3
MT0013328261,Q3
MT0003909053,Q3
MT0003274067,Q3
MT0007754554,Q3
MT0009495283,Q3
MT0001671399,Q1
MT0035332435,Q1
MT0014781093,Q1
MT0033841575,Q1
MT0002999366,Q1
MT0028445777,Q1
MT0001318718,Q1
MT0011451296,Q1
MT0011594132,Q1
L036-118,Q1
MT0034185119,Q1
MT0004033010,Q1
MT0003906833,Q1
MT0011924283,Q1
MT0017657810,Q1
MT0002294387,Q1
MT0011873776,Q1
MT0000886390,Q1
L154-119,Q1
MT0002068648,Q1
MT0028452849,Q1
MT0000080053,Q1
MT0003131369,Q1
MT0011895910,Q1
MT0005715715,Q1
MT0030407300,Q1
MT0034677542,Q1
MT0010755212,Q1
MT0000197431,Q1
MT0017031590,Q1
MT0012167461,Q4
MT0000239675,Q4
MT0012330276,Q4
MT0031498585,Q4
MT0028116568,Q4
MT0012159808,Q4
MT0010623318,Q4
MT0000063684,Q4
MT0007081433,Q4
MT0012505137,Q4
MT0035108409,Q4
MT0001607665,Q4
L025-86,Q4
MT0030097602,Q4
MT0000523576,Q4
MT0015506741,Q4
MT0033473090,Q4
MT0000900995,Q4
MT0008530652,Q4
MT0032669866,Q4
MT0002087345,Q4
MT0003597979,Q4
MT0012698055,Q4
MT0028694655,Q4
MT0030212531,Q4
MT0003108238,Q4
MT0000318279,Q4
MT0031826295,Q4
MT0005828366,Q4
MT0014752461,Q4
L105,Q2
MT0011943335,Q2
MT0001287647,Q2
MT0006761971,Q2
MT0006746691,Q2
MT0008077878,Q2
L102,Q2
MT0001590644,Q2
MT0000724357,Q2
MT0002342346,Q2
MT0000271970,Q2
MT0016915093,Q2
MT0008499614,Q2
L040-132,Q2
MT0034403951,Q2
MT0034670435,Q2
MT0015962332,Q2
MT0007934529,Q2
MT0004087145,Q2
MT0003294608,Q2
MT0000852582,Q2
MT0008791082,Q2
MT0004137658,Q2
MT0000463371,Q2
MT0002460914,Q2
MT0010487702,Q2
MT0006484633,Q2
MT0005751512,Q2
MT0007959122,Q2
MT0008652185,Q2
